コード(都道府県),コード(路線),都道府県名,路線名
90,5108,福岡,福岡高速4号線下り
90,5109,福岡,福岡高速5号線上り
90,5110,福岡,福岡高速5号線下り
90,5111,福岡,福岡高速6号線上り
90,5112,福岡,福岡高速6号線下り
90,5201,福岡,福岡前原道路上り
90,5202,福岡,福岡前原道路下り
90,5301,福岡,北九州市道安瀬戸畑1号線上り
90,5302,福岡,北九州市道安瀬戸畑1号線下り
90,5311,福岡,国道3号黒崎バイパス上り
90,5312,福岡,国道3号黒崎バイパス下り
90,5401,福岡,椎田道路上り
90,5402,福岡,椎田道路下り
91,4701,佐賀,九州縦貫自動車道鹿児島線上り
91,4702,佐賀,九州縦貫自動車道鹿児島線下り
91,4711,佐賀,九州横断自動車道長崎大分線上り
91,4712,佐賀,九州横断自動車道長崎大分線下り
91,4713,佐賀,九州横断自動車道長崎大分線上り
91,4714,佐賀,九州横断自動車道長崎大分線下り
91,5001,佐賀,西九州自動車道上り
91,5002,佐賀,西九州自動車道下り
92,4711,長崎,九州横断自動車道長崎大分線上り
92,4712,長崎,九州横断自動車道長崎大分線下り
92,5001,長崎,西九州自動車道上り
92,5002,長崎,西九州自動車道下り
92,5003,長崎,長崎バイパス上り
92,5004,長崎,長崎バイパス下り
92,5005,長崎,長崎出島バイパス上り
92,5006,長崎,長崎出島バイパス下り
92,5007,長崎,諫早外環状線上り
92,5008,長崎,諫早外環状線下り
93,4701,熊本,九州縦貫自動車道鹿児島線上り
93,4702,熊本,九州縦貫自動車道鹿児島線下り
93,4715,熊本,九州横断自動車道延岡線上り
93,4716,熊本,九州横断自動車道延岡線下り
93,5000,熊本,南九州西回り自動車道上り
93,5001,熊本,南九州西回り自動車道下り
94,4713,大分,九州横断自動車道長崎大分線上り
94,4714,大分,九州横断自動車道長崎大分線下り
94,4721,大分,東九州自動車道椎田蒲江線上り
94,4722,大分,東九州自動車道椎田蒲江線下り
94,5000,大分,宇佐別府道路上り
94,5001,大分,宇佐別府道路下り
94,5002,大分,宇佐道路上り
94,5003,大分,宇佐道路下り
94,5004,大分,日出バイパス上り
94,5005,大分,日出バイパス下り
94,5006,大分,大分空港道路上り
94,5007,大分,大分空港道路下り
94,5011,大分,中津日田道路
94,5012,大分,中津日田道路
95,4701,宮崎,九州縦貫自動車道鹿児島線上り
95,4702,宮崎,九州縦貫自動車道鹿児島線下り
95,4703,宮崎,九州縦貫自動車道宮崎線上り
95,4723,宮崎,東九州自動車道延岡日南線上り
95,4724,宮崎,東九州自動車道延岡日南線下り
95,4725,宮崎,東九州自動車道串間鹿児島線上り
95,4726,宮崎,東九州自動車道串間鹿児島線下り
95,5011,宮崎,延岡南道路上り
95,5012,宮崎,延岡南道路下り
95,5021,宮崎,延岡道路上り
95,5022,宮崎,延岡道路下り
95,5031,宮崎,北方延岡道路上り
95,5032,宮崎,北方延岡道路下り
96,4701,鹿児島,九州縦貫自動車道鹿児島線上り
96,4702,鹿児島,九州縦貫自動車道鹿児島線下り
96,4725,鹿児島,東九州自動車道串間鹿児島線上り
96,4726,鹿児島,東九州自動車道串間鹿児島線下り
96,5001,鹿児島,南九州西回り自動車道上り
96,5002,鹿児島,南九州西回り自動車道下り
96,5003,鹿児島,鹿児島バイパス上り
96,5004,鹿児島,鹿児島バイパス下り
96,5005,鹿児島,指宿スカイライン上り
96,5006,鹿児島,指宿スカイライン下り
96,5007,鹿児島,隼人道路上り
96,5008,鹿児島,隼人道路下り
96,5009,鹿児島,国道3号鹿児島東西道路上り
96,5010,鹿児島,国道3号鹿児島東西道路下り
96,5013,鹿児島,大隅縦貫道路(県道鹿屋串良インター線)上り
96,5014,鹿児島,大隅縦貫道路(県道鹿屋串良インター線)下り
96,5015,鹿児島,大隅縦貫道路(県道鹿屋環状線)上り
96,5016,鹿児島,大隅縦貫道路(県道鹿屋環状線)下り
97,4741,沖縄,沖縄自動車道上り
97,4742,沖縄,沖縄自動車道下り
97,5001,沖縄,那覇空港自動車道上り
